CodigoEstacion,NombreEstacion,Latitud,Longitud,Altitud,IdParametro,Etiqueta,DescripcionSerie,Frecuencia,Fecha,Valor,Grado,Calificador,NivelAprobacion
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-01-29 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-01-30 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-01-31 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-01 00:00,0.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-02 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-03 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-04 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-05 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-06 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-07 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-08 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-09 00:00,3.7,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-10 00:00,0.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-11 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-12 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-13 00:00,1.8,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-14 00:00,0.6,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-15 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-16 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-17 00:00,0.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-18 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-19 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-20 00:00,0.9,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-21 00:00,9.2,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-22 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-23 00:00,1.5,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-24 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-25 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-26 00:00,1.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-27 00:00,0.1,,,900
